Sample_ID	Subject_ID	Additional_sample_data	Age	Genotype	Gender	Diet	Sample	Condition	0_75_0_77	0_77_0_80	0_80_0_82	0_82_0_84	0_84_0_86	0_86_0_92	0_92_0_97	0_97_1_02	1_02_1_06	1_06_1_10	1_10_1_12	1_12_1_15	1_15_1_18	1_18_1_23	1_23_1_26	1_26_1_28	1_28_1_30	1_30_1_36	1_36_1_42	1_42_1_45	1_45_1_50	1_50_1_53	1_53_1_58	1_58_1_60	1_60_1_63	1_63_1_65	1_65_1_71	1_71_1_75	1_75_1_79	1_79_1_84	1_84_1_86	1_86_1_88	1_88_1_94	1_94_1_98	1_98_2_03	2_03_2_08	2_08_2_11	2_11_2_17	2_17_2_20	2_20_2_26	2_26_2_32	2_32_2_37	2_37_2_40	2_40_2_42	2_42_2_48	2_48_2_52	2_52_2_58	2_58_2_61	2_61_2_63	2_63_2_66	2_66_2_71	2_71_2_77	2_77_2_83	2_83_2_86	2_86_2_89	2_89_2_91	2_91_2_94	2_94_2_97	2_97_3_02	3_02_3_08	3_08_3_12	3_12_3_17	3_17_3_20	3_20_3_24	3_24_3_30	3_30_3_36	3_36_3_39	3_39_3_45	3_45_3_48	3_48_3_50	3_50_3_53	3_53_3_57	3_57_3_62	3_62_3_64	3_64_3_70	3_70_3_73	3_73_3_79	3_79_3_81	3_81_3_85	3_85_3_87	3_87_3_90	3_90_3_96	3_96_4_00	4_00_4_03	4_03_4_08	4_08_4_14	4_14_4_17	4_17_4_19	4_19_4_24	4_24_4_26	4_26_4_30	4_30_4_34	4_34_4_40	4_40_4_46	4_46_4_49	4_49_4_54	4_54_4_58	4_58_4_64	4_64_4_70	4_70_4_76	4_76_4_78	4_80_4_85	4_85_4_90	4_90_4_95	4_95_4_99	4_99_5_04	5_04_5_07	5_07_5_10	5_10_5_15	5_15_5_18	5_18_5_22	5_22_5_25	5_25_5_27	5_27_5_31	5_31_5_36	5_36_5_41	5_41_5_44	5_44_5_48	5_48_5_52	5_52_5_56	5_56_5_58	5_58_5_64	5_64_5_69	5_69_5_72	5_72_5_77	5_77_5_83	5_83_5_88	5_88_5_92	5_92_5_95	5_95_6_00	6_00_6_05	6_05_6_11	6_11_6_16	6_16_6_21	6_21_6_26	6_26_6_29	6_29_6_35	6_35_6_41	6_41_6_45	6_45_6_47	6_47_6_52	6_52_6_55	6_55_6_59	6_59_6_64	6_64_6_69	6_69_6_74	6_74_6_77	6_77_6_79	6_79_6_84	6_84_6_87	6_87_6_93	6_93_6_97	6_97_7_00	7_00_7_02	7_02_7_05	7_05_7_08	7_08_7_10	7_10_7_15	7_15_7_19	7_19_7_21	7_21_7_27	7_27_7_30	7_30_7_33	7_33_7_34	7_39_7_44	7_44_7_48	7_48_7_52	7_52_7_56	7_56_7_62	7_62_7_67	7_67_7_71	7_71_7_75	7_75_7_78	7_78_7_81	7_81_7_83	7_83_7_89	7_89_7_91	7_91_7_97	7_97_8_02	8_02_8_06	8_06_8_10	8_10_8_15	8_15_8_18	8_18_8_22	8_22_8_27	8_27_8_32	8_32_8_33	8_35_8_37	8_37_8_39	8_39_8_45	8_45_8_51	8_51_8_55	8_55_8_58	8_58_8_63	8_63_8_69	8_69_8_73	8_73_8_77	8_77_8_81	8_81_8_85	8_85_8_91	8_91_8_95	8_95_9_01	9_01_9_05	9_05_9_10	9_10_9_12	9_12_9_17	9_17_9_20	NMR_BINNED_DATA_END	END
B_60	-	{'Sample': 'Sample'}	5	NTG	M	CR	Sample	5	0.47553	0.4028	0.57706	0.7465	1.3888	5.0427	4.8246	1.5132	1.3204	0.6016	0.31318	0.38068	0.74452	1.9983	1.0666	0.5188	0.65845	41.567	4.4084	1.4934	4.8071	0.64089	1.2203	0.53826	0.95296	0.84592	3.127	1.9922	1.1391	3.6303	0.43303	1.3516	425.89	4.819	21.099	16.372	7.088	22.59	2.4473	4.1797	12.372	23.231	2.6787	1.9501	12.963	6.8576	3.8914	0.84277	0.56269	3.1455	10.772	1.4747	6.5807	0.60751	0.46969	0.68787	1.1779	1.2442	11.228	28.353	1.4912	1.8978	4.0747	15.866	28.956	2.3292	0.31927	21.325	0.939	0.43849	6.3272	11.294	12.237	3.8449	5.4126	1.9748	16.964	1.968	5.4718	2.5224	3.5708	26.697	6.224	4	7.852	10.448	2.587	1.1986	3.2896	1.1684	3.6632	3.3256	5.7214	3.2002	0.94079	2.2723	0.78153	0.72526	0.13389	0.34703	0.16019	0.061348	0.033432	0.07601	0.058662	0	0.054496	0.010436	0.050079	0.05031	0.25384	0.13333	0	0.035265	0.097648	0.2002	0.0091626	0.023742	0.17283	0.061447	0.028248	0.32373	0.10498	0.085371	0.18232	0.054894	0.21802	0.4971	0.25639	0.49202	0.010173	1.8611	0.96337	0.2047	0.23041	0.18467	0.22162	0.19585	0.014259	0.12029	0.31734	0.10929	0.21894	0.23093	0.14924	0.17803	0.20811	0.087378	0.35824	0.21122	0.44367	0.37218	0.11078	0.1572	0.20222	0.1727	0.29611	0.91731	0.3792	0.31658	1.0762	0.40012	0.50139	0.14175	0.86221	0.5453	0.3129	0.46847	0.81902	0.40609	0.23888	0.36741	0.13172	0.14505	0.18119	0.72454	0.19972	0.75402	0.50955	0.2657	0.31067	0.47069	0.4083	0.70152	1.7647	0.37683	0	1.1809	3.0898	0.98356	0.68249	0.64625	0.4325	0.78884	0.59395	0.59403	0.44142	0.37192	0.37747	0.61489	0.45812	0.4477	0.40183	0.34563	0.31441	0.66501	0.16201		
B_61	-	{'Sample': 'Sample'}	5	NTG	M	CR	Sample	5	0.25822	0.24163	0.41665	0.58283	1.2387	4.6418	4.5788	1.2595	1.2581	0.33446	0.050729	0.13924	0.55042	1.8007	0.87561	0.42707	0.47352	39.708	4.4403	1.324	5.1754	0.63607	1.2337	0.49354	0.78371	0.76685	2.9007	1.7965	0.95807	3.5428	0.46109	1.2074	471.64	4.3405	22.668	18.059	8.0962	23.153	2.1736	3.2067	9.8276	27.932	2.892	1.716	12.836	6.7984	3.57	0.51949	0.39142	3.0562	9.8907	1.0431	5.4214	0.38218	0.30884	0.42129	1.0316	1.1336	8.1619	30.839	1.0456	1.3123	3.3881	14.256	29.031	2.0666	0.11318	21.206	0.60439	0.13019	6.1639	10.689	11.583	3.917	4.549	2.0735	14.995	1.7583	4.3341	2.1035	2.4542	27.223	6.0067	5.5202	7.7089	7.7129	1.9286	1.0104	2.986	1.1085	2.8682	2.9711	6.0547	2.2572	0.66188	2.4956	0.49493	0.4634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13873	0	0	0.13455	0	0	0	0	0	0.015416	0.14613	0.16712	0.056079	0.96743	1.1025	0	0	0	0	0	0	0.0049464	0.051352	0	0	0.069589	0	0.045316	0	0	0	0	0.15171	0	0	0	0.077765	0.12678	0.13524	0.52437	0.19875	0.11705	0.54895	0.29868	0.22787	0.11263	0.71848	0.079499	0.18451	0.10603	0.084964	0.16755	0.04174	0.026423	0	0.074311	0.061558	0.25306	0.02952	0.30324	0.21474	0.0053208	0.051449	0.17209	0.09344	0.41701	1.1867	0.13343	0	0.17461	0.036456	2.167	0.38905	0.42711	0.15189	1.0932	0.30578	0.34785	0.10967	0.080634	0.21722	0.16256	0.27379	0.16827	0.15767	0.16034	0.13931	0.25673	0.042591		
B_62	-	{'Sample': 'Sample'}	5	NTG	M	CR	Sample	5	0.65281	0.5645	0.59161	0.97785	1.8966	6.8493	6.849	1.9236	1.5522	0.71743	0.28602	0.42536	0.81791	2.5498	1.6193	0.99778	0.95858	39.039	5.4947	1.6025	5.4905	0.85147	1.6875	0.70219	1.2075	0.90614	4.023	2.4022	1.3305	3.9049	0.8721	1.7528	448.27	4.7176	16.442	16.431	6.9104	21.581	2.4367	3.687	13.877	22.233	2.308	1.742	12.444	5.4575	3.5911	0.57169	0.44475	4.0128	8.824	1.239	7.1358	0.35697	0.36386	0.4205	0.79304	1.0315	11.678	34.308	1.5491	1.8979	6.8705	13.499	30.946	2.1191	0	22.977	0.52902	0.18678	6.6958	11.366	11.215	4.0917	4.1918	1.9804	14.615	2.1038	4.9619	2.3029	3.1157	29.74	6.2368	4.2288	8.3879	8.2504	2.6069	0.96997	2.8998	1.1555	3.5638	2.8587	4.2346	3.1247	0.77882	2.0076	0.55863	0.43583	0.0094288	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039995	0	0	0	0	0	0	0	0	0.25319	0	0	0	0	0	0.1433	0.003055	0.17692	0	1.4727	0.37311	0	0	0	0	0	0	0	0.093904	0	0	0.021365	0	0	0	0.069261	0.047801	0.049647	0.10368	0.054063	0	0.021831	0	0.033354	0.18077	0.74299	0.24807	0.12094	0.72347	0.37212	0.35025	0.10371	0.6446	0.23016	0.070051	0.028117	0.40332	0.075144	0.018885	0.011204	0	0.022546	0.057531	0.36849	0.057737	0.24823	0.20022	0.057881	0.034477	0.23795	0.015308	0.5232	1.281	0	0	0.28345	0.048417	2.0882	0.3193	0.14215	0.11657	0.31055	0.28682	0.4021	0.26658	0.11086	0.11137	0.16179	0.070487	0.036253	0.23247	0.018379	0.15447	0.29981	0.083154		
B_63	-	{'Sample': 'Sample'}	5	NTG	M	CR	Sample	5	0.38988	0.32765	0.43121	0.7161	1.2139	5.1474	4.9121	1.4556	1.1654	0.29961	0.061744	0.27807	0.50662	2.0026	0.85748	0.4131	0.48772	35.493	4.3336	1.3224	4.6069	0.61588	0.95992	0.44794	0.81343	0.65656	2.7773	1.4437	0.62322	2.6936	0.073291	0.65246	434.52	5.7718	23.624	16.473	6.9421	23.574	2.6035	3.9801	11.983	22.866	2.5085	1.9806	14.126	7.7808	3.7507	0.73006	0.41265	2.9897	10.269	1.5604	5.2295	0.6324	0.4296	0.42288	0.65612	0.94456	10.212	29.802	1.2483	1.6267	5.2673	15.624	32.415	2.7812	0.14342	24.84	0.92287	0.28451	6.532	11.662	12.383	4.1259	4.8733	1.8826	15.914	2.2687	5.3175	2.3853	3.1808	27.133	7.0053	3.658	8.2658	9.6209	2.9679	1.1532	3.2782	1.3559	4.3388	3.3002	6.321	3.6179	1.0471	1.9894	0.67559	0.74754	0.20771	0.18786	0.090636	0	0	0.10317	0	0.046504	0	0.083913	0.04945	0	0.15618	0.081728	0	0.027164	0.12581	0.0087688	0	0.069845	0.11149	0.025304	0.047234	0.37442	0.1451	0	0.08655	0.0013783	0	0.56144	0.15229	0.35698	0.21485	1.9764	0.75793	0.12959	0	0.038808	0.098786	0.032819	0.038984	0.10046	0.20946	0.086267	0.048114	0.080651	0.16193	0.10864	0.00093959	0.060499	0.31287	0.14847	0.4423	0.24998	0.059694	0.10542	0.16456	0.25265	0.13909	0.8604	0.24846	0.20727	0.71026	0.38464	0.45398	0.043534	0.78533	0.40862	0.24982	0.23329	0.55741	0.34834	0.15416	0.098032	0.14981	0.077329	0.082182	0.53501	0.099478	0.63906	0.49529	0.36782	0.19766	0.3243	0.18029	0.65682	1.6307	0.28443	0	0.22799	3.6788	1.4166	0.60873	0.47185	0.43598	0.67507	0.51121	0.40694	0.46268	0.23295	0.47331	0.37996	0.39469	0.46575	0.36369	0.24783	0.22503	0.49052	0.14184		
B_64	-	{'Sample': 'Sample'}	5	NTG	M	CR	Sample	5	0.26658	0.26964	0.41074	0.5908	1.2545	4.5604	4.4913	1.1845	1.084	0.22139	0.03948	0.15557	1.2265	1.8403	0.67391	0.31481	0.52071	44.938	4.2184	1.2156	4.7335	0.46326	1.0112	0.40558	0.81383	0.65724	2.9672	1.8754	1.028	3.7413	0.75356	1.6995	453.6	3.3478	20.64	17.815	6.7765	24.312	2.127	3.213	10.651	26.719	2.6499	1.7006	13.043	6.5136	3.6655	0.49253	0.2001	2.9731	10.029	0.98998	6.0282	0.30391	0.30748	0.41716	0.95633	1.0605	8.9435	30.782	1.1219	1.1567	3.4682	17.395	30.854	2.033	0	21.875	0.7252	0.19754	6.9151	12.713	13.42	4.1314	5.6768	1.9868	19.352	2.0188	4.9271	2.6258	3.6634	28.521	6.7128	4.8851	8.6377	9.3004	1.9834	0.99588	3.2175	1.1432	3.0633	3.2738	5.8301	2.5527	0.62406	2.1621	0.37425	0.23053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17231	0	1.2243	0.54468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31593	0.21799	0.16737	0.40972	0.074408	0.065462	0	0.36477	0	0	0	0.15398	0	0	0	0	0	0	0.074207	0	0.19202	0.086723	0	0	0	0.071535	0.21316	1.3775	0	0	0.10071	0	2.7875	0.24227	0.25431	0.10943	0.66932	0	0.14925	0	0.055991	0	0	0.042551	0	0.064395	0	0	0.14782	0		
B_65	-	{'Sample': 'Sample'}	15	NTG	M	AL	Sample	15	0.23547	0.24913	0.21551	0.56682	1.1341	4.1401	3.9537	0.83546	0.65475	0	0.010363	0.021414	0.31278	1.6291	0.84037	0.35563	0.35475	50.091	3.8125	1.0985	3.8128	0.4446	0.50315	0.30284	0.54456	0.6208	2.2141	1.2069	0.3953	2.8155	0.11631	0.88094	469.87	4.5838	18.777	15.872	5.8517	21.576	2.2705	2.9224	9.4013	22.068	2.6804	1.5379	11.719	5.9976	3.5901	0.45098	0.24513	2.7206	9.1769	0.9616	5.7021	0.26567	0.019337	0.20903	0.84969	1.0544	7.8408	34.773	0.87119	0.93357	3.0296	19.622	27.594	2.2128	0	18.753	0.8196	0.089726	6.3912	12.143	13.477	4.1602	6.5434	1.5424	17.097	1.9354	4.6229	2.2647	3.3129	31.792	5.942	4.5585	8.3508	12.251	2.6143	1.0621	3.6047	1.2554	3.0476	3.9103	5.677	2.4444	0.89014	2.2318	0.71328	0.26832	0	0	0.056444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031728	0.031246	0.045329	0	1.0982	1.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079305	0	0	0	0	0	0	0.50451	0	0.13766	0.28362	0.15613	0.09685	0.028667	0.9009	0.1651	0.18592	0.20849	0.31417	0.01372	0	0	0	0	0	0.16258	0	0.18848	0.24092	0	0	0	0	0.26376	1.4371	0	0	0.14349	0	4.0927	0.62816	0.38603	0.097516	0.80343	0.23825	0.13063	0.044815	0.098142	0.09858	0.023085	0.10489	0	0.073918	0	0.045648	0	0		
B_66	-	{'Sample': 'Sample'}	15	NTG	M	AL	Sample	15	0.43335	0.37089	0.37885	0.74611	1.2557	4.2478	4.2686	1.2511	1.1752	0.4719	0.26415	0.2466	0.64305	1.887	1.1205	0.50187	0.6896	41.651	3.8348	1.2765	3.7459	0.67908	1.3088	0.63769	1.0283	1.0068	3.2463	2.1518	1.5779	4.5533	1.227	2.4706	472.99	2.4203	17.186	14.338	4.7259	21.737	2.1761	2.9851	9.607	19.78	2.2483	1.4555	12.484	5.7244	3.4909	0.42217	0.2883	2.644	10.114	1.1779	6.5604	0.31056	0.38207	0.51191	0.90555	1.0572	8.8086	32.339	1.1384	1.4861	3.579	18.463	25.985	2.0839	0.069661	17.649	0.90338	0.37213	6.754	12.821	13.514	3.7794	6.0991	1.9001	19.38	1.8561	4.3912	2.4214	5.0857	29.634	5.2603	4.5786	8.0535	9.7033	2.2589	1.0865	3.3578	1.0437	2.6745	3.257	5.1328	2.0932	0.63202	2.073	0.4173	0.1634	0.017782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13598	0.054884	0.31087	0	0.93467	1.1627	0	0	0	0	0	0	0	0.016548	0	0	0.051548	0	0.054708	0	0	0	0	0.23337	0.058329	0.014513	0	0.12026	0.024476	0.14763	0.78125	0.21439	0.11492	0.46703	0.37635	0.33234	0.13211	0.54221	0.2394	0.15507	0.069397	0.31937	0	0	0.037578	0	0.022027	0	0.25925	0	0.35452	0.23749	0.19637	0.066571	0.26708	0.052047	0.53561	1.8406	0.18629	0.0078344	0.075153	0	3.9098	0.41711	0.57423	0.26868	0.98221	0.4302	0.27018	0.086922	0.12429	0.21787	0.16634	0.13707	0.069544	0.1698	0.19725	0.118	0.16386	0.10416		
B_67	-	{'Sample': 'Sample'}	15	NTG	M	AL	Sample	15	0.3327	0.37935	0.44786	0.82821	1.5651	6.0107	5.7477	1.3688	1.1813	0.3912	0.020123	0.21931	0.37852	1.8956	0.97708	0.48811	0.66074	43.491	4.7543	1.4269	4.4884	0.58916	1.0889	0.77527	0.9931	0.81304	3.3229	1.9467	0.93208	3.369	0.39261	1.1193	471.8	5.2526	14.397	17.132	7.0646	21.717	2.5559	4.3361	10.016	23.534	2.2743	1.5767	11.652	4.7094	3.7328	0.54955	0.31147	3.5085	7.8792	1.0782	6.9231	0.41361	0.18965	0.36672	0.7815	0.93074	8.0678	33.698	1.2555	1.4454	4.3626	16.661	28.477	2.3855	0.0098102	19.827	0.75526	0.18592	6.5253	11.625	12.67	4.033	5.6389	2.0325	14.805	1.894	4.3698	2.3674	3.235	30.344	5.7787	5.0254	8.5205	9.6487	2.772	0.99284	3.4061	1.287	2.9037	3.4229	4.3402	2.6607	0.60646	2.0817	0.50038	0.2659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12993	0	0	0	0.8519	0.68278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06195	0	0.0048443	0.099151	0	0	0	0	0	0.40065	0.15135	0.082334	0.61555	0.16557	0.326	0.027334	0.64972	0.15929	0.18059	0	0.42084	0	0	0	0	0	0	0.083457	0	0.12139	0.22596	0.001344	0	0	0.098961	0.27187	1.3498	0	0	0.12711	0	2.6336	0.46737	0.3306	0.15441	0.46063	0.059217	0.23349	0.10644	0.10916	0	0	0.069051	0.098911	0	0	0.03091	0	0		
B_68	-	{'Sample': 'Sample'}	15	NTG	M	AL	Sample	15	0.2332	0.30593	0.28184	0.574	1.2441	4.4041	4.352	1.0643	0.90056	0.14925	0.13918	0.090607	0.35443	1.6153	0.69652	0.29142	0.44938	44.373	3.7198	1.12	3.9974	0.5273	0.89901	0.43103	0.73856	0.55601	2.5647	1.5453	0.86177	3.2483	0.36481	1.3089	459.6	4.1667	17.833	15.623	4.6951	21.601	2.518	3.723	10.488	20.508	1.9004	1.4896	11.499	5.769	3.4861	0.40536	0.32214	2.3751	10.411	1.1441	6.6876	0.24824	0.23019	0.23863	0.63941	0.84005	8.4505	34.307	1.0674	1.2226	5.1599	17.199	27.599	2.2353	0	18.625	0.87706	0.18159	6.9317	13.84	13.497	4.2854	5.7337	1.6671	19.913	2.0199	4.6574	2.435	5.804	31.14	5.7877	4.7444	9.1752	11.471	2.854	1.1197	3.7205	1.2223	3.3635	3.5763	5.4724	2.7904	0.89834	2.2366	0.70807	0.57522	0.10148	0	0	0.31367	0.080969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018915	0	0	0.16402	0	0	0	0	0	0.13495	0	0.25497	0	1.1412	0.92544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077506	0	0	0	0	0	0	0.032637	0	0.064488	0.61199	0.17662	0.14781	0.30024	0.10244	0.17113	0.0087062	0.88841	0.12519	0.073139	0.050542	0.52944	0.028806	0	0.15044	0.024415	0	0	0.18395	0.075947	0.36909	0.29748	0	0	0	0	0.36688	1.486	0	0	0.11011	0	4.6258	0.68978	0.55998	0.50751	0.78148	0.22978	0.36957	0.15318	0.36452	0.16149	0.19698	0.261	0.21342	0.17983	0.23976	0.066628	0.29582	0.1774		
B_69	-	{'Sample': 'Sample'}	15	NTG	M	CR	Sample	15	0.27081	0.24858	0.2878	0.68275	1.2346	3.9379	4.0057	1.1764	0.96135	0.21979	0.049179	0.11093	0.44822	1.5273	0.76847	0.2746	0.41027	35.758	3.478	0.93596	3.5495	0.48702	0.95668	0.4332	0.71389	0.61775	2.4639	1.5131	0.81633	3.2307	0.35029	1.4743	479.65	4.0755	18.755	15.398	5.3377	22.831	2.2711	3.2681	10.358	21.773	2.682	1.7215	13.095	6.215	3.6794	0.54872	0.25559	2.4777	9.6343	1.0164	5.9918	0.22897	0.2795	0.44241	0.94595	0.9651	8.5844	31.571	1.1543	1.2106	3.4103	16.23	27.392	2.374	0.0033294	19.455	0.74051	0.40005	6.293	11.549	12.324	3.7975	5.5651	1.8608	19.313	1.974	4.2147	2.33	3.9116	28.452	5.2575	4.678	7.7926	9.2647	2.2401	0.97829	3.3248	1.1216	3.0697	3.3185	5.3723	2.407	0.80814	2.3765	0.63114	0.53766	0.20205	0	0.06337	0	0	0	0	0	0	0	0	0	0	0	0	0.09002	0.0060593	0	0	0	0.017923	0.031245	0	0.22211	0	0.0054111	0	0	0	0.20626	0.16395	0.30569	0.066337	1.1351	1.0983	0.12772	0	0	0	0.13757	0	0	0.014621	0.020982	0.030919	0	0.040904	0.0035917	0.090428	0.086473	0.23852	0	0.33847	0.12896	0.069392	0.08366	0.10269	0.16566	0.048857	0.77309	0.31978	0.15694	0.58972	0.28249	0.36867	0.03964	0.90703	0.34509	0.1842	0.30685	0.42056	0.039657	0.16483	0.059576	0.049092	0.094049	0.11293	0.24693	0.043445	0.14767	0.34848	0.10845	0.13402	0.27955	0.09135	0.65357	1.8144	0.24506	0	0.1412	0	4.3891	0.61112	0.48135	0.38017	1.0029	0.25845	0.43263	0.39194	0.28711	0.26126	0.3136	0.3836	0.24258	0.20517	0.32627	0.16302	0.33072	0.15406		
B_7	-	{'Sample': 'Sample'}	5	APP	F	CR	Sample	5	0.29576	0.2273	0.43394	0.68045	1.3631	4.7525	4.666	1.1386	1.1499	0.32579	0.065853	0.17549	0.50129	1.8614	0.95758	0.44073	0.51046	40.065	4.558	1.3055	4.3932	0.5645	1.0607	0.48122	0.83004	0.72197	3.0189	1.6665	0.83532	3.2263	0.29218	1.1784	453.25	4.5861	23.726	16.559	6.6811	21.239	2.5452	3.8631	12.66	22.916	3.0596	1.5943	11.871	7.4461	3.8332	0.63194	0.40679	2.8404	10.544	1.2691	5.2026	0.2741	0.34092	0.46863	0.90511	1.0733	10.919	30.223	1.3131	1.5039	3.7854	18.215	28.411	2.2909	0.032061	20.091	0.65775	0.20586	6.6816	12.042	13.625	4.1211	6.0136	1.9128	15.438	2.0082	4.8808	2.5141	3.1188	27.869	6.2242	4.4499	8.1517	9.0729	2.4802	1.044	3.3447	1.2667	3.4988	3.594	6.4006	2.8715	0.91964	2.2459	0.63505	0.58883	0.12369	0.12184	0.076924	0	0	0	0	0	0	0	0	0	0	0	0.0042063	0	0	0	0	0	0	0	0	0.14381	0	0	0	0	0	0.23754	0.050724	0.18185	0	1.6509	0.80115	0.18763	0	0	0	0	0	0.046911	0.14214	0.012165	0.028154	0	0	0	0.007243	0.061469	0.18254	0.0001652	0.22592	0.079093	0	0	0.046826	0.10991	0.075908	0.49038	0.2662	0.18246	0.83204	0.332	0.4142	0.040992	0.74596	0.28971	0.18865	0.23797	0.39169	0.089737	0.12142	0.072169	0.10612	0	0.012262	0.5505	0.057377	0.25024	0.515	0.15697	0.11336	0.35487	0.2258	0.41246	1.4407	0.19663	0.0081398	0.24704	0.029544	3.2962	0.41886	0.531	0.16412	0.76043	0.4149	0.13063	0.18929	0.13184	0.27372	0.20934	0.17772	0.2476	0.19848	0.11239	0.032802	0.43274	0.11416		
B_70	-	{'Sample': 'Sample'}	15	NTG	M	CR	Sample	15	0.3886	0.38127	0.45437	0.81301	1.2962	5.3463	4.5581	1.5287	1.4039	0.51636	0.1944	0.25868	1.7089	1.9766	0.99114	0.6796	0.86554	35.645	4.9722	1.4423	3.8304	0.76802	1.2906	0.54729	0.83335	0.57905	2.6843	1.525	0.74223	2.8642	0.3757	1.0231	414.84	24.619	25.361	19.678	7.4063	24.748	3.3208	4.3812	7.7132	23.498	3.1528	1.9438	13.769	6.6978	4.5511	0.71569	0.39732	3.2606	10.178	1.6641	7.0612	0.69475	0.32836	0.5521	1.0982	1.1742	5.9694	35.343	2.1598	1.4965	2.2339	14.146	26.612	3.6303	0.26755	19.317	1.5488	0.60867	4.7589	9.4288	10.317	3.346	5.7858	2.3993	17.339	2.5585	4.1588	1.777	2.7366	30.515	6.0955	6.0184	7.0666	9.0145	2.7149	1.3571	3.4031	1.3447	3.0111	3.331	5.8453	2.6247	0.80721	2.5958	0.77333	0.50344	0	0	0	1.8568	6.9006	5.3009	3.3106	1.642	0.60257	0.2917	0.31017	0	0.16614	0	0	0	0	0.019126	0.018083	0.0023526	0.008541	0.0504	0	0.12023	0	0	0	0	0	0.008473	0.14218	0.29324	0	0.81065	1.4385	0	0	0	0	0	0	0	0	0	0.031285	0	0	0	0.017466	0	0.22594	0	0.15758	0.088656	0	0.0012328	0.032434	0.096043	0.015189	0.50267	0.083538	0.18746	0.51038	0.15386	0.29573	0.034271	1.0854	0.21643	0.19702	0.20236	0.34312	0.24081	0.085258	0.17465	0.02034	0	0.001359	0.14797	0.05545	0.33886	0.28417	0	0.083186	0.29147	0.063492	0.48634	1.1953	0.26682	0.021497	0.21043	0	3.2233	0.49959	0.61483	0.28413	1.2321	0.4495	0.35472	0.26992	0.10689	0.17098	0.11955	0.11504	0.061871	0.074635	0	0.07303	0.31274	0.048209		
B_71	-	{'Sample': 'Sample'}	15	NTG	M	CR	Sample	15	0.34564	0.36572	0.36319	0.72686	1.3313	4.6257	4.4998	1.2163	1.0637	0.28514	0.035286	0.13243	0.45593	1.7081	0.89563	0.48467	0.61001	38.185	3.8928	1.1073	4.315	0.5126	0.81936	0.40744	0.76247	0.5944	2.6213	1.4919	0.86313	3.2667	0.43469	1.2029	466.2	4.2162	20.941	16.17	6.9755	23.957	2.231	3.6032	10.035	24.172	2.4539	1.7735	14.048	6.8306	3.4668	0.60189	0.22716	2.9256	9.6683	0.83512	5.5671	0.093524	0.15481	0.31076	0.90521	0.86678	8.1007	33.497	1.1913	1.188	3.1429	15.397	31.44	2.304	0	24.193	0.82613	0.30605	5.7193	10.896	11.477	3.7266	5.0105	1.9299	15.911	1.898	4.87	2.1806	2.7561	29.674	6.4246	4.2656	7.5137	9.0828	2.4461	1.032	3.3609	1.1983	3.6461	3.0545	5.8264	2.9358	0.83719	2.1991	0.51813	0.5086	0	0	0	0.48777	0.0676	0.047445	0	0	0.017555	0	0	0	0	0	0.015082	0	0	0	0	0	0	0	0	0.12107	0	0	0	0	0	0.19534	0.019427	0.19513	0	1.6446	0.68254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057382	0.015636	0	0.19466	0.019116	0	0.014755	0.033636	0	0.076733	0.55877	0.11394	0.14915	0.40643	0.072446	0.2138	0	0.74881	0.22061	0.057942	0.064536	0.3149	0.16917	0	0.21802	0	0.089103	0	0.15236	0	0.36521	0.1892	0	0	0.11744	0.1071	0.51411	1.3595	0	0	0.17144	0	4.3665	0.33243	0.39026	0.2673	0.51754	0.32141	0.28825	0.21107	0.093349	0.21304	0.15006	0.19138	0.21611	0.28452	0.1013	0.057556	0.37634	0		
